image_id,antelope,bat,beaver,bobcat,buffalo,chihuahua,chimpanzee,collie,dalmatian,german+shepherd,grizzly+bear,hippopotamus,horse,killer+whale,mole,moose,mouse,otter,ox,persian+cat,raccoon,rat,rhinoceros,seal,siamese+cat,spider+monkey,squirrel,walrus,weasel,wolf
Img-1.jpg,1.4979644e-08,1.949701e-08,1.6324265e-08,2.9970806e-07,0.99813193,1.2315092e-14,1.1836547e-06,1.6684503e-08,6.104327e-14,3.322446e-09,1.699278e-05,0.0017012549,7.770959e-07,3.4938085e-07,4.300141e-08,1.2147355e-05,3.0050987e-08,1.5090594e-08,5.1544838e-08,4.0775475e-08,2.0041272e-08,1.4713536e-10,9.032629e-05,1.1851328e-05,3.0546088e-10,4.012723e-12,1.8208061e-10,3.261427e-05,8.163424e-12,2.6719794e-12
Img-2.jpg,5.1204263e-09,3.373138e-06,1.4210101e-05,3.2766804e-06,3.9295873e-08,0.002162432,2.8513467e-05,1.0329502e-09,0.0033831727,2.23796e-09,0.012580588,0.14641866,4.925686e-08,3.074838e-10,2.4578046e-06,1.9937437e-08,0.00058209954,1.0103268e-07,1.1779753e-09,0.09777221,3.2588143e-06,0.004289428,0.036539014,0.6892457,2.2937866e-05,6.8098896e-05,0.00014724507,0.0063969456,0.00033441035,1.7566026e-06
Img-3.jpg,0.99288744,1.9922163e-05,0.00015033127,1.3741271e-06,1.6947464e-05,0.001291535,1.5191652e-07,1.2762567e-05,2.0914745e-06,2.2000611e-05,5.0206883e-05,0.0017582052,1.5829612e-06,1.9684822e-07,9.753867e-05,1.0830996e-05,3.571202e-05,5.038036e-05,9.396968e-06,4.284316e-08,1.2638919e-06,0.0023130754,9.207237e-06,0.00073032227,1.1389341e-06,1.7984884e-06,3.525436e-06,4.5986468e-07,8.477054e-07,0.0005197485
Img-4.jpg,1.3698925e-10,0.00019046395,3.8163326e-09,1.3988299e-06,3.4812095e-18,0.9695458,3.0866534e-06,7.569159e-08,0.00014708092,0.009819853,1.2750039e-10,1.5775296e-06,1.6954856e-06,5.880254e-13,3.6127117e-14,1.8785687e-12,0.00026512312,7.511896e-06,1.04569235e-16,0.000100236015,4.9242255e-09,0.012249248,3.38944e-08,6.654133e-09,0.007598905,6.6111653e-07,1.8144704e-06,6.837266e-08,6.549297e-05,4.2321376e-11
Img-5.jpg,8.211344e-12,0.033400666,1.8649958e-08,2.9143494e-05,2.445964e-09,0.0026767256,7.9291955e-11,7.087166e-10,1.0980225e-06,8.249586e-06,1.6768807e-12,4.169102e-07,0.0032838115,3.8660164e-06,2.3588104e-10,1.874081e-05,0.0037266642,8.152662e-07,2.1022222e-11,0.0008946502,1.2747979e-06,0.0027023696,1.4838432e-06,4.8594175e-06,0.9286709,1.4101209e-05,0.024542615,1.1003303e-05,5.2362248e-06,1.3646619e-06
Img-6.jpg,7.508039e-13,2.5587779e-09,7.59001e-07,2.4357524e-08,3.4827107e-16,2.412254e-10,9.686543e-08,1.7896635e-13,4.716123e-10,7.829608e-14,1.577558e-08,1.0591305e-08,3.4415696e-17,1.7661273e-12,2.8848747e-08,9.1485e-11,1.3707055e-08,7.71513e-06,7.781492e-10,1.663266e-10,3.3933635e-08,4.7617714e-09,1.2632451e-11,0.9999324,6.322891e-11,1.6352044e-06,6.982609e-09,5.6054916e-05,1.1381953e-06,4.842059e-08
Img-7.jpg,0.0029087418,0.0014986556,0.0002827088,0.013836712,0.00019880771,2.971498e-06,8.2346196e-05,0.020135177,0.009251644,0.00077447004,2.817564e-05,0.0003988904,0.0023030492,0.0003342945,0.0037584163,0.72264385,0.0064936983,1.335737e-05,0.0015863118,4.9048074e-05,0.00047162554,6.1333136e-05,3.423745e-05,1.2448965e-05,5.734227e-06,0.00022724763,0.0005528277,4.736444e-05,0.06895407,0.14305174
Img-8.jpg,1.0973096e-09,5.0410076e-08,1.8176134e-10,2.7324905e-08,5.924206e-10,6.3323323e-06,3.9925044e-07,6.4178705e-05,2.9478994e-13,8.515576e-06,4.8988774e-10,1.2456952e-10,0.99991894,6.8866136e-08,9.0402555e-12,6.4425115e-10,4.1101853e-08,4.5271573e-12,9.063923e-09,5.2378777e-09,6.9216945e-08,3.4023898e-07,4.490989e-10,5.0419374e-07,2.049288e-07,9.9108995e-08,2.6628386e-10,1.7153576e-09,9.265786e-08,4.9910067e-09
Img-9.jpg,8.88034e-06,0.0019701575,1.2204767e-06,3.616779e-07,3.4818404e-05,7.900029e-05,1.8019088e-07,1.8916567e-06,5.9801684e-09,0.92789245,0.04894434,0.0011729407,0.018154746,1.2183735e-11,1.3446836e-06,3.6084693e-05,0.00067261956,0.0007344175,4.421269e-05,1.3115375e-06,5.43413e-06,2.455263e-05,4.1885326e-09,1.650384e-08,7.477143e-05,3.5228847e-08,1.1748237e-05,1.698952e-07,0.00013233238,8.787772e-09
Img-10.jpg,1.1218564e-09,8.563801e-11,1.642846e-08,2.1292738e-06,2.0552234e-17,0.0029368922,5.1716764e-08,0.05284942,0.93491846,0.00018382554,7.7374985e-08,1.9461956e-09,2.61788e-12,2.1351825e-14,2.0872615e-10,6.717168e-10,8.212271e-12,0.008929501,6.193234e-10,6.6526895e-10,0.00014747011,1.5525139e-08,3.966292e-11,3.6603925e-11,1.1179809e-10,1.2379797e-08,1.0420769e-06,2.0025626e-13,9.657186e-09,3.1090993e-05
